"","genenames"
"4388","ENC1"
"4389","HEXB"
"4390","GFM2"
"4391","NSA2"
"4392","FAM169A"
"4393","GCNT4"
"4394","LINC01336"
"4395","ANKRD31"
"4396","HMGCR"
"4397","COL4A3BP"
"4398","POLK"
"4399","CTC-366B18.2"
"4400","CTC-366B18.4"
"4401","ANKDD1B"
"4402","POC5"
"4403","AC113404.1"
"4404","IQGAP2"
"4405","F2R"
"4406","F2RL1"
"4407","S100Z"
"4408","CRHBP"
"4409","AGGF1"
"4410","ZBED3"
"4411","ZBED3-AS1"
"4412","PDE8B"
"4413","WDR41"
"4414","TBCA"
"4415","AP3B1"
"4416","SCAMP1-AS1"
"4417","SCAMP1"
"4418","LHFPL2"
"4419","ARSB"
"4420","DMGDH"
"4421","JMY"
"4422","HOMER1"
"4423","PAPD4"
"4424","MTX3"
"4425","THBS4"
"4426","CTD-2201I18.1"
"4427","SERINC5"
"4428","ZFYVE16"
"4429","CTD-2015H6.3"
"4430","FAM151B"
"4431","DHFR"
"4432","CTC-325J23.2"
"4433","MSH3"
"4434","RASGRF2-AS1"
"4435","RASGRF2"
"4436","CKMT2-AS1"
"4437","ZCCHC9"
"4438","SSBP2"
"4439","CTD-2249K22.1"
"4440","ATG10"
"4441","RPS23"
"4442","ATP6AP1L"
"4443","RP11-343L5.2"
"4444","TMEM167A"
"4445","XRCC4"
"4446","VCAN"
"4447","VCAN-AS1"
"4448","COX7C"
"4449","RASA1"
"4450","CTC-428H11.2"
"4451","CCNH"
"4452","TMEM161B"
"4453","TMEM161B-AS1"
"4454","MEF2C"
"4455","MEF2C-AS1"
"4456","CETN3"
"4457","MBLAC2"
"4458","POLR3G"
"4459","LYSMD3"
"4460","LUCAT1"
"4461","ARRDC3"
"4462","ARRDC3-AS1"
"4463","FAM172A"
"4464","POU5F2"
"4465","KIAA0825"
"4466","SLF1"
"4467","MCTP1"
"4468","TTC37"
"4469","ARSK"
"4470","GPR150"
"4471","RFESD"
"4472","SPATA9"
"4473","RHOBTB3"
"4474","GLRX"
"4475","LINC01554"
"4476","ELL2"
"4477","CAST"
"4478","ERAP1"
"4479","CTD-2260A17.1"
"4480","CTD-2260A17.2"
"4481","ERAP2"
"4482","LNPEP"
"4483","CTD-2215E18.1"
"4484","RIOK2"
"4485","RGMB"
"4486","CHD1"
"4487","CTD-2007H13.3"
"4488","CTD-2001C12.1"
"4489","FAM174A"
"4490","ST8SIA4"
"4491","SLCO4C1"
"4492","PAM"
"4493","GIN1"
"4494","PPIP5K2"
"4495","C5orf30"
"4496","NUDT12"
"4497","EFNA5"
"4498","FBXL17"
"4499","LINC01023"
"4500","FER"
"4501","CTD-2587M2.1"
"4502","PJA2"
"4503","CTC-332L22.1"
"4504","MAN2A1"
"4505","TMEM232"
"4506","SLC25A46"
"4507","TSLP"
"4508","WDR36"
"4509","CAMK4"
"4510","STARD4"
"4511","STARD4-AS1"
"4512","NREP"
"4513","EPB41L4A"
"4514","EPB41L4A-AS1"
"4515","APC"
"4516","SRP19"
"4517","REEP5"
"4518","DCP2"
"4519","MCC"
"4520","YTHDC2"
"4521","TRIM36"
"4522","PGGT1B"
"4523","CTC-428G20.6"
"4524","CCDC112"
"4525","FEM1C"
"4526","AC010226.4"
"4527","TMED7"
"4528","CTC-505O3.3"
"4529","CDO1"
"4530","ATG12"
"4531","AP3S1"
"4532","CTD-2287O16.5"
"4533","COMMD10"
"4534","SEMA6A"
"4535","SEMA6A-AS1"
"4536","LINC00992"
"4537","DTWD2"
"4538","CTB-161M19.4"
"4539","DMXL1"
"4540","TNFAIP8"
"4541","HSD17B4"
"4542","PRR16"
"4543","SRFBP1"
"4544","LOX"
"4545","SNX2"
"4546","SNX24"
"4547","CEP120"
"4548","CSNK1G3"
"4549","ZNF608"
"4550","GRAMD3"
"4551","ALDH7A1"
"4552","PHAX"
"4553","LMNB1"
"4554","MARCH3"
"4555","C5orf63"
"4556","PRRC1"
"4557","LINC01184"
"4558","SLC12A2"
"4559","FBN2"
"4560","ISOC1"
"4561","HINT1"
"4562","LYRM7"
"4563","CDC42SE2"
"4564","RAPGEF6"
"4565","FNIP1"
"4566","MEIKIN"
"4567","ACSL6"
"4568","P4HA2"
"4569","SLC22A4"
"4570","SLC22A5"
"4571","C5orf56"
"4572","AC116366.6"
"4573","IRF1"
"4574","RP11-89G4.1"
"4575","RAD50"
"4576","KIF3A"
"4577","CCNI2"
"4578","SEPT8"
"4579","SHROOM1"
"4580","UQCRQ"
"4581","LEAP2"
"4582","AFF4"
"4583","ZCCHC10"
"4584","HSPA4"
"4585","C5orf15"
"4586","VDAC1"
"4587","CTB-113I20.2"
"4588","TCF7"
"4589","SKP1"
"4590","PPP2CA"
"4591","CTD-2410N18.3"
"4592","CDKL3"
"4593","UBE2B"
"4594","RP11-215P8.3"
"4595","CDKN2AIPNL"
"4596","JADE2"
"4597","SAR1B"
"4598","SEC24A"
"4599","CAMLG"
"4600","DDX46"
"4601","C5orf24"
"4602","TXNDC15"
"4603","PCBD2"
"4604","CATSPER3"
"4605","C5orf66"
"4606","H2AFY"
"4607","TIFAB"
"4608","TGFBI"
"4609","SMAD5"
"4610","SPOCK1"
"4611","KLHL3"
"4612","HNRNPA0"
"4613","RP11-381K20.2"
"4614","PKD2L2"
"4615","FAM13B"
"4616","BRD8"
"4617","KIF20A"
"4618","CDC23"
"4619","CDC25C"
"4620","FAM53C"
"4621","KDM3B"
"4622","EGR1"
"4623","ETF1"
"4624","HSPA9"
"4625","CTNNA1"
"4626","SIL1"
"4627","CTB-46B19.2"
"4628","MATR3"
"4629","MATR3.1"
"4630","PAIP2"
"4631","CTB-43P18.1"
"4632","MZB1"
"4633","PROB1"
"4634","SPATA24"
"4635","DNAJC18"
"4636","TMEM173"
"4637","UBE2D2"
"4638","CXXC5"
"4639","NRG2"
"4640","LINC01024"
"4641","PURA"
"4642","IGIP"
"4643","CYSTM1"
"4644","PFDN1"
"4645","HBEGF"
"4646","ANKHD1"
"4647","ANKHD1-EIF4EBP3"
"4648","SRA1"
"4649","EIF4EBP3"
"4650","APBB3"
"4651","SLC35A4"
"4652","CD14"
"4653","NDUFA2"
"4654","TMCO6"
"4655","IK"
"4656","WDR55"
"4657","DND1"
"4658","HARS"
"4659","HARS2"
"4660","ZMAT2"
"4661","TAF7"
"4662","AC005618.6"
"4663","PCDHGA5"
"4664","PCDHGA6"
"4665","PCDHGA10"
"4666","DIAPH1"
"4667","HDAC3"
"4668","RELL2"
"4669","FCHSD1"
"4670","ARAP3"
"4671","PCDH1"
"4672","KIAA0141"
"4673","PCDH12"
"4674","RNF14"
"4675","GNPDA1"
"4676","NDFIP1"
"4677","ARHGAP26"
"4678","NR3C1"
"4679","HMHB1"
"4680","YIPF5"
"4681","PRELID2"
"4682","PLAC8L1"
"4683","LARS"
"4684","RP11-449H3.3"
"4685","RBM27"
"4686","TCERG1"
"4687","PPP2R2B"
"4688","DPYSL3"
"4689","JAKMIP2"
"4690","SPINK9"
"4691","FBXO38"
"4692","CTD-2283N19.1"
"4693","ADRB2"
"4694","SH3TC2"
"4695","AFAP1L1"
"4696","GRPEL2"
"4697","PCYOX1L"
"4698","CSNK1A1"
"4699","ARHGEF37"
"4700","PPARGC1B"
"4701","PDE6A"
"4702","SLC26A2"
"4703","TIGD6"
"4704","HMGXB3"
"4705","CSF1R"
"4706","PDGFRB"
"4707","TCOF1"
"4708","CD74"
"4709","RPS14"
"4710","NDST1"
"4711","SYNPO"
"4712","MYOZ3"
"4713","RBM22"
"4714","DCTN4"
"4715","SMIM3"
"4716","IRGM"
"4717","ZNF300"
"4718","GPX3"
"4719","TNIP1"
"4720","ANXA6"
"4721","CCDC69"
"4722","GM2A"
"4723","SLC36A1"
"4724","CTC-251D13.1"
"4725","SPARC"
"4726","CTB-113P19.5"
"4727","ATOX1"
"4728","RP11-54C4.3"
"4729","G3BP1"
"4730","FAM114A2"
"4731","MFAP3"
"4732","GALNT10"
"4733","SAP30L-AS1"
"4734","SAP30L"
"4735","LARP1"
"4736","FAXDC2"
"4737","CNOT8"
"4738","GEMIN5"
"4739","MRPL22"
"4740","TIMD4"
"4741","HAVCR2"
"4742","MED7"
"4743","ITK"
"4744","CYFIP2"
"4745","CTB-47B11.3"
"4746","ADAM19"
"4747","THG1L"
"4748","LSM11"
"4749","CLINT1"
"4750","RP11-524N5.1"
"4751","EBF1"
"4752","RP11-175K6.1"
"4753","RNF145"
"4754","UBLCP1"
"4755","TTC1"
"4756","PWWP2A"
"4757","CCNJL"
"4758","ZBED8"
"4759","SLU7"
"4760","PTTG1"
"4761","MIR3142HG"
"4762","CCNG1"
"4763","NUDCD2"
"4764","HMMR"
"4765","MAT2B"
"4766","WWC1"
"4767","RARS"
"4768","PANK3"
"4769","SPDL1"
"4770","DOCK2"
"4771","LCP2"
"4772","KCNMB1"
"4773","RANBP17"
"4774","NPM1"
"4775","FBXW11"
"4776","STK10"
"4777","UBTD2"
"4778","SH3PXD2B"
"4779","NEURL1B"
"4780","DUSP1"
"4781","ERGIC1"
"4782","CTC-308K20.1"
"4783","RPL26L1"
"4784","ATP6V0E1"
"4785","CREBRF"
"4786","BNIP1"
"4787","BOD1"
"4788","CPEB4"
"4789","SFXN1"
"4790","HRH2"
"4791","THOC3"
"4792","FAM153B"
"4793","SIMC1"
"4794","KIAA1191"
"4795","ARL10"
"4796","NOP16"
"4797","HIGD2A"
"4798","CLTB"
"4799","FAF2"
"4800","RNF44"
"4801","TSPAN17"
"4802","HK3"
"4803","UIMC1"
"4804","ZNF346"
"4805","NSD1"
"4806","RAB24"
"4807","MXD3"
"4808","PRELID1"
"4809","LMAN2"
"4810","RGS14"
"4811","F12"
"4812","GRK6"
"4813","PRR7-AS1"
"4814","PRR7"
"4815","DBN1"
"4816","PDLIM7"
"4817","DOK3"
"4818","DDX41"
"4819","FAM193B"
"4820","TMED9"
"4821","B4GALT7"
"4822","RP11-1277A3.1"
"4823","FAM153A"
"4824","RP11-1026M7.2"
"4825","RP11-423H2.3"
"4826","FAM153C"
"4827","N4BP3"
"4828","RMND5B"
"4829","NHP2"
"4830","HNRNPAB"
"4831","PHYKPL"
"4832","COL23A1"
"4833","CLK4"
"4834","ZNF354A"
"4835","ZNF354B"
"4836","ZFP2"
"4837","ZNF879"
"4838","ZNF354C"
"4839","ADAMTS2"
"4840","RUFY1"
"4841","HNRNPH1"
"4842","RP11-1379J22.5"
"4843","CANX"
"4844","MAML1"
"4845","LTC4S"
"4846","MGAT4B"
"4847","SQSTM1"
"4848","C5orf45"
"4849","CTC-241N9.1"
"4850","TBC1D9B"
"4851","RNF130"
"4852","MAPK9"
"4853","CTB-129O4.1"
"4854","GFPT2"
"4855","CNOT6"
"4856","SCGB3A1"
"4857","FLT4"
"4858","MGAT1"
"4859","LINC00847"
"4860","ZFP62"
"4861","BTNL9"
"4862","CTC-338M12.5"
"4863","TRIM7"
"4864","CTC-338M12.6"
"4865","TRIM41"
"4866","GNB2L1"
"4867","TRIM52"
"4868","DUSP22"
"4869","IRF4"
"4870","EXOC2"
"4871","HUS1B"
"4872","RP11-532F6.3"
"4873","GMDS"
"4874","GMDS-AS1"
"4875","WRNIP1"
"4876","SERPINB1"
"4877","SERPINB9P1"
"4878","SERPINB9"
"4879","SERPINB6"
"4880","LINC01011"
"4881","NQO2"
"4882","RP1-90J20.8"
"4883","RIPK1"
"4884","RP1-40E16.12"
"4885","BPHL"
"4886","TUBB2A"
"4887","TUBB2B"
"4888","PSMG4"
"4889","SLC22A23"
"4890","PXDC1"
"4891","FAM50B"
"4892","PRPF4B"
"4893","ECI2"
"4894","CDYL"
"4895","RPP40"
"4896","RP11-428J1.5"
"4897","PPP1R3G"
"4898","LYRM4"
"4899","FARS2"
"4900","F13A1"
"4901","LY86-AS1"
"4902","LY86"
"4903","RP1-80N2.3"
"4904","RP1-80N2.2"
"4905","RREB1"
"4906","SSR1"
"4907","CAGE1"
"4908","RIOK1"
"4909","SNRNP48"
"4910","TXNDC5"
"4911","BLOC1S5"
"4912","EEF1E1"
"4913","SLC35B3"
"4914","RP11-314C16.1"
"4915","GCNT2"
"4916","C6orf52"
"4917","PAK1IP1"
"4918","TMEM14C"
"4919","RP11-421M1.8"
"4920","TMEM14B"
"4921","MAK"
"4922","SYCP2L"
"4923","SMIM13"
"4924","NEDD9"
"4925","TMEM170B"
"4926","ADTRP"
"4927","HIVEP1"
"4928","EDN1"
"4929","PHACTR1"
"4930","RP1-257A7.4"
"4931","TBC1D7"
"4932","RP1-257A7.5"
"4933","GFOD1"
"4934","SIRT5"
"4935","RP1-223E5.4"
"4936","NOL7"
"4937","RANBP9"
"4938","MCUR1"
"4939","RNF182"
"4940","CD83"
"4941","RP11-560J1.2"
"4942","JARID2"
"4943","JARID2-AS1"
"4944","DTNBP1"
"4945","MYLIP"
"4946","GMPR"
"4947","ATXN1"
"4948","RP1-151F17.2"
"4949","FAM8A1"
"4950","NUP153"
"4951","RP11-500C11.3"
"4952","KIF13A"
"4953","NHLRC1"
"4954","TPMT"
"4955","KDM1B"
"4956","DEK"
"4957","RNF144B"
"4958","MBOAT1"
"4959","E2F3"
"4960","CDKAL1"
"4961","SOX4"
"4962","CASC15"
"4963","MRS2"
"4964","GPLD1"
"4965","ALDH5A1"
"4966","TDP2"
"4967","ACOT13"
"4968","RP1-30M3.5"
"4969","C6orf62"
"4970","GMNN"
"4971","FAM65B"
"4972","RP11-367G6.3"
"4973","LRRC16A"
"4974","TRIM38"
"4975","U91328.19"
"4976","HIST1H1A"
"4977","HIST1H3A"
"4978","HIST1H4A"
"4979","HIST1H4B"
"4980","HIST1H3B"
"4981","HIST1H2AB"
"4982","HIST1H2BB"
"4983","HIST1H3C"
"4984","HIST1H1C"
"4985","HFE"
"4986","HIST1H4C"
"4987","HIST1H2BC"
"4988","HIST1H2AC"
"4989","HIST1H1E"
"4990","HIST1H2BD"
"4991","RP1-221C16.8"
"4992","HIST1H2BE"
"4993","HIST1H4D"
"4994","RP1-34B20.21"
"4995","HIST1H2BF"
"4996","HIST1H4E"
"4997","HIST1H2BG"
"4998","HIST1H2AE"
"4999","HIST1H3E"
"5000","HIST1H1D"
"5001","HIST1H4F"
"5002","HIST1H3F"
"5003","HIST1H2BH"
"5004","HIST1H3G"
"5005","HIST1H4H"
"5006","BTN3A2"
"5007","BTN2A2"
"5008","BTN3A1"
"5009","BTN3A3"
"5010","BTN2A1"
"5011","HCG11"
"5012","CTA-14H9.5"
"5013","HMGN4"
"5014","ABT1"
"5015","ZNF322"
"5016","RP11-457M11.5"
"5017","LINC00240"
"5018","HIST1H2BJ"
"5019","HIST1H2AG"
"5020","HIST1H4I"
"5021","HIST1H2BK"
"5022","HIST1H2AH"
"5023","PRSS16"
"5024","ZNF391"
"5025","ZNF184"
"5026","LINC01012"
"5027","HIST1H2BL"
"5028","HIST1H2AI"
"5029","HIST1H3H"
"5030","HIST1H2AJ"
"5031","HIST1H2BM"
"5032","HIST1H4J"
"5033","HIST1H2BN"
"5034","HIST1H2AK"
"5035","HIST1H2AL"
"5036","HIST1H1B"
"5037","HIST1H3I"
"5038","HIST1H3J"
"5039","HIST1H2AM"
"5040","RP1-313I6.12"
"5041","ZNF165"
"5042","ZSCAN16-AS1"
"5043","ZSCAN16"
"5044","ZKSCAN8"
"5045","ZSCAN9"
"5046","ZKSCAN4"
"5047","NKAPL"
"5048","ZSCAN26"
"5049","PGBD1"
"5050","ZSCAN31"
"5051","ZKSCAN3"
"5052","ZSCAN12"
"5053","RP5-1186N24.3"
"5054","HCG14"
"5055","TRIM27"
"5056","ZNF311"
"5057","GABBR1"
"5058","HLA-F"
"5059","HLA-G"
"5060","HLA-A"
"5061","ZNRD1-AS1"
"5062","ZNRD1"
"5063","PPP1R11"
"5064","TRIM10"
"5065","TRIM26"
"5066","HCG18"
"5067","TRIM39"
"5068","RPP21"
"5069","HLA-E"
"5070","XXbac-BPG249D20.9"
"5071","GNL1"
"5072","PRR3"
"5073","ABCF1"
"5074","PPP1R10"
"5075","MRPS18B"
"5076","ATAT1"
"5077","C6orf136"
"5078","DHX16"
"5079","PPP1R18"
"5080","NRM"
"5081","MDC1"
"5082","TUBB"
"5083","XXbac-BPG252P9.9"
"5084","FLOT1"
"5085","XXbac-BPG252P9.10"
"5086","IER3"
"5087","LINC00243"
"5088","DDR1"
"5089","VARS2"
"5090","SFTA2"
"5091","CCHCR1"
"5092","TCF19"
"5093","POU5F1"
"5094","XXbac-BPG299F13.17"
"5095","HCG27"
"5096","HLA-C"
"5097","HLA-B"
"5098","XXbac-BPG181B23.7"
"5099","MICA"
"5100","MICB"
"5101","DDX39B"
"5102","ATP6V1G2"
"5103","NFKBIL1"
"5104","LTA"
"5105","TNF"
"5106","LTB"
"5107","LST1"
"5108","NCR3"
"5109","AIF1"
"5110","PRRC2A"
"5111","BAG6"
"5112","APOM"
"5113","C6orf47"
"5114","GPANK1"
"5115","CSNK2B"
"5116","LY6G5B"
"5117","LY6G5C"
"5118","ABHD16A"
"5119","C6orf25"
"5120","DDAH2"
"5121","CLIC1"
"5122","MSH5"
"5123","VARS"
"5124","LSM2"
"5125","HSPA1L"
"5126","HSPA1A"
"5127","HSPA1B"
"5128","C6orf48"
"5129","NEU1"
"5130","SLC44A4"
"5131","EHMT2"
"5132","C2"
"5133","NELFE"
"5134","SKIV2L"
"5135","DXO"
"5136","STK19"
"5137","TNXB"
"5138","ATF6B"
"5139","FKBPL"
"5140","PRRT1"
"5141","PPT2"
"5142","PPT2-EGFL8"
"5143","EGFL8"
"5144","AGPAT1"
"5145","RNF5"
"5146","AGER"
"5147","PBX2"
"5148","GPSM3"
"5149","NOTCH4"
"5150","HLA-DRA"
"5151","HLA-DRB5"
"5152","HLA-DRB1"
"5153","HLA-DQA1"
"5154","HLA-DQB1"
"5155","HLA-DQA2"
"5156","HLA-DQB2"
"5157","HLA-DOB"
"5158","TAP2"
"5159","PSMB8"
"5160","PSMB8-AS1"
"5161","PSMB9"
"5162","TAP1"
"5163","HLA-DMB"
"5164","HLA-DMA"
"5165","BRD2"
"5166","HLA-DOA"
"5167","HLA-DPA1"
"5168","HLA-DPB1"
"5169","COL11A2"
"5170","RXRB"
"5171","SLC39A7"
"5172","HSD17B8"
"5173","RING1"
"5174","XXbac-BPG157A10.21"
"5175","HCG25"
"5176","VPS52"
"5177","RPS18"
"5178","B3GALT4"
"5179","WDR46"
"5180","PFDN6"
"5181","RGL2"
"5182","TAPBP"
"5183","ZBTB22"
"5184","DAXX"
"5185","KIFC1"
"5186","PHF1"
"5187","CUTA"
"5188","SYNGAP1"
"5189","XXbac-BPG294E21.9"
"5190","BAK1"
"5191","ITPR3"
"5192","UQCC2"
"5193","LEMD2"
"5194","HMGA1"
"5195","C6orf1"
"5196","NUDT3"
"5197","RPS10"
"5198","PACSIN1"
"5199","C6orf106"
"5200","RP11-140K17.3"
"5201","SNRPC"
"5202","UHRF1BP1"
"5203","TAF11"
"5204","ANKS1A"
"5205","RP3-329A5.8"
"5206","ZNF76"
"5207","DEF6"
"5208","PPARD"
"5209","FANCE"
"5210","RPL10A"
"5211","TEAD3"
"5212","FKBP5"
"5213","ARMC12"
"5214","SRPK1"
"5215","SLC26A8"
"5216","MAPK14"
"5217","MAPK13"
"5218","RP1-179N16.6"
"5219","BRPF3"
"5220","ETV7"
"5221","KCTD20"
"5222","STK38"
"5223","SRSF3"
"5224","CDKN1A"
"5225","RAB44"
"5226","CPNE5"
"5227","PPIL1"
"5228","C6orf89"
"5229","PI16"
"5230","MTCH1"
"5231","FGD2"
"5232","PIM1"
"5233","TMEM217"
"5234","TBC1D22B"
"5235","RNF8"
"5236","CMTR1"
"5237","CCDC167"
"5238","RP1-153P14.5"
"5239","ZFAND3"
"5240","BTBD9"
"5241","GLO1"
"5242","SAYSD1"
"5243","KCNK5"
"5244","KCNK17"
"5245","KIF6"
"5246","UNC5CL"
"5247","OARD1"
"5248","TSPO2"
"5249","NFYA"
"5250","TREML1"
"5251","TREML2"
"5252","TREML4"
"5253","TREM1"
"5254","FOXP4-AS1"
"5255","FOXP4"
"5256","TFEB"
"5257","FRS3"
"5258","PRICKLE4"
"5259","USP49"
"5260","MED20"
"5261","BYSL"
"5262","CCND3"
"5263","TAF8"
"5264","C6orf132"
"5265","MRPS10"
"5266","TRERF1"
"5267","UBR2"
"5268","TBCC"
"5269","GLTSCR1L"
"5270","RPL7L1"
"5271","C6orf226"
"5272","PTCRA"
"5273","CNPY3"
"5274","RP3-475N16.1"
"5275","GNMT"
"5276","PEX6"
"5277","PPP2R5D"
"5278","MEA1"
"5279","KLHDC3"
"5280","RRP36"
"5281","RP1-20C7.6"
"5282","CUL7"
"5283","KLC4"
"5284","MRPL2"
"5285","PTK7"
"5286","SRF"
"5287","CUL9"
"5288","DNPH1"
"5289","CRIP3"
"5290","ZNF318"
"5291","ABCC10"
"5292","DLK2"
"5293","TJAP1"
"5294","POLR1C"
"5295","YIPF3"
"5296","RP3-337H4.9"
"5297","XPO5"
"5298","POLH"
"5299","GTPBP2"
"5300","MAD2L1BP"
"5301","RSPH9"
"5302","MRPS18A"
"5303","VEGFA"
"5304","RP1-261G23.7"
"5305","MRPL14"
"5306","TMEM63B"
"5307","CAPN11"
"5308","SLC29A1"
"5309","HSP90AB1"
"5310","SLC35B2"
"5311","NFKBIE"
"5312","AARS2"
"5313","CDC5L"
"5314","SUPT3H"
"5315","RUNX2"
"5316","RP1-244F24.1"
"5317","CLIC5"
"5318","RP1-8B1.4"
"5319","ENPP4"
"5320","ENPP5"
"5321","PLA2G7"
"5322","TNFRSF21"
"5323","RP11-385F7.1"
"5324","CD2AP"
"5325","MUT"
"5326","CENPQ"
"5327","RHAG"
"5328","CRISP2"
"5329","MCM3"
"5330","PAQR8"
"5331","EFHC1"
"5332","TRAM2"
"5333","TRAM2-AS1"
"5334","TMEM14A"
"5335","GSTA4"
"5336","ICK"
"5337","FBXO9"
"5338","ELOVL5"
"5339","GCLC"
"5340","LRRC1"
"5341","DST"
"5342","BEND6"
"5343","KIAA1586"
"5344","ZNF451"
"5345","BAG2"
"5346","RAB23"
"5347","PRIM2"
"5348","XXbac-BPGBPG55C20.3"
"5349","XXbac-BPGBPG55C20.2"
"5350","LINC00680"
"5351","KHDRBS2"
"5352","FKBP1C"
"5353","PTP4A1"
"5354","RP5-1148A21.3"
"5355","PHF3"
"5356","EYS"
"5357","RP3-525N10.2"
"5358","LMBRD1"
"5359","COL19A1"
"5360","RP11-462G2.2"
"5361","FAM135A"
"5362","SDHAF4"
"5363","SMAP1"
"5364","B3GAT2"
"5365","OGFRL1"
"5366","KCNQ5"
"5367","KHDC1L"
"5368","KHDC1"
"5369","RP11-398K22.12"
"5370","OOEP"
"5371","DDX43"
"5372","MB21D1"
"5373","MTO1"
"5374","RP11-505P4.6"
"5375","EEF1A1"
"5376","SLC17A5"
"5377","RP11-553A21.3"
"5378","CD109"
"5379","COX7A2"
"5380","TMEM30A"
"5381","RP1-234P15.4"
"5382","FILIP1"
"5383","SENP6"
"5384","MYO6"
"5385","IRAK1BP1"
"5386","PHIP"
"5387","HMGN3"
"5388","HMGN3-AS1"
"5389","LCA5"
"5390","SH3BGRL2"
"5391","ELOVL4"
"5392","TTK"
"5393","BCKDHB"
"5394","RP11-250B2.6"
"5395","RP11-250B2.3"
"5396","FAM46A"
"5397","IBTK"
"5398","TPBG"
"5399","UBE3D"
"5400","DOPEY1"
"5401","PGM3"
"5402","RWDD2A"
"5403","ME1"
"5404","CYB5R4"
"5405","CEP162"
"5406","NT5E"
"5407","SNX14"
"5408","SYNCRIP"
"5409","RP11-393I2.4"
"5410","ZNF292"
"5411","SMIM8"
"5412","C6orf163"
"5413","SLC35A1"
"5414","RARS2"
"5415","ORC3"
"5416","AKIRIN2"
"5417","RNGTT"
"5418","PNRC1"
"5419","SRSF12"
"5420","PM20D2"
"5421","UBE2J1"
"5422","RRAGD"
"5423","ANKRD6"
"5424","LYRM2"
"5425","MDN1"
"5426","CASP8AP2"
"5427","BACH2"
"5428","MAP3K7"
"5429","MANEA-AS1"
"5430","MANEA"
"5431","UFL1"
"5432","GPR63"
"5433","NDUFAF4"
"5434","KLHL32"
"5435","MMS22L"
"5436","FBXL4"
"5437","FAXC"
"5438","COQ3"
"5439","PNISR"
"5440","RP11-98I9.4"
"5441","USP45"
"5442","TSTD3"
"5443","CCNC"
"5444","ASCC3"
"5445","RP3-467N11.1"
"5446","HACE1"
"5447","PREP"
"5448","PRDM1"
"5449","ATG5"
"5450","AIM1"
"5451","RTN4IP1"
"5452","QRSL1"
"5453","CD24"
"5454","C6orf203"
"5455","BEND3"
"5456","PDSS2"
"5457","SOBP"
"5458","SCML4"
"5459","SEC63"
"5460","RP1-191J18.66"
"5461","OSTM1"
"5462","SNX3"
"5463","LACE1"
"5464","FOXO3"
"5465","ARMC2"
"5466","SESN1"
"5467","CEP57L1"
"5468","CD164"
"5469","RP11-425D10.10"
"5470","PPIL6"
"5471","SMPD2"
"5472","MICAL1"
"5473","ZBTB24"
"5474","AK9"
"5475","FIG4"
"5476","WASF1"
"5477","CDC40"
"5478","DDO"
"5479","SLC22A16"
"5480","CTA-331P3.1"
"5481","CDK19"
"5482","AMD1"
"5483","GTF3C6"
"5484","RPF2"
"5485","SLC16A10"
"5486","KIAA1919"
"5487","RP5-1112D6.4"
"5488","RP5-1112D6.7"
"5489","REV3L"
"5490","RP5-1112D6.8"
"5491","TRAF3IP2-AS1"
"5492","TRAF3IP2"
"5493","C6orf3"
"5494","FYN"
"5495","TUBE1"
"5496","FAM229B"
"5497","RP11-367G18.1"
"5498","MARCKS"
"5499","LINC01268"
"5500","HDAC2"
"5501","RP3-399L15.3"
"5502","NT5DC1"
"5503","TSPYL4"
"5504","DSE"
"5505","RP3-486I3.7"
"5506","TSPYL1"
"5507","FAM26F"
"5508","RWDD1"
"5509","ZUFSP"
"5510","KPNA5"
"5511","DCBLD1"
"5512","GOPC"
"5513","NUS1"
"5514","CEP85L"
"5515","MCM9"
"5516","ASF1A"
"5517","FAM184A"
"5518","MAN1A1"
"5519","TBC1D32"
"5520","HSF2"
"5521","SERINC1"
"5522","PKIB"
"5523","SMPDL3A"
"5524","NKAIN2"
"5525","RNF217"
"5526","TPD52L1"
"5527","HDDC2"
"5528","NCOA7"
"5529","HINT3"
"5530","TRMT11"
"5531","CENPW"
"5532","RNF146"
"5533","ECHDC1"
"5534","THEMIS"
"5535","PTPRK"
"5536","RP11-103C16.2"
"5537","ARHGAP18"
"5538","L3MBTL3"
"5539","RP11-73O6.3"
"5540","SAMD3"
"5541","TMEM200A"
"5542","EPB41L2"
"5543","AKAP7"
"5544","ARG1"
"5545","MED23"
"5546","ENPP3"
"5547","ENPP1"
"5548","CTGF"
"5549","LINC01013"
"5550","MOXD1"
"5551","STX7"
"5552","VNN1"
"5553","VNN3"
"5554","VNN2"
"5555","SLC18B1"
"5556","RPS12"
"5557","TBPL1"
"5558","SGK1"
"5559","ALDH8A1"
"5560","HBS1L"
"5561","MYB"
"5562","AHI1"
"5563","LINC00271"
"5564","PDE7B"
"5565","RP13-143G15.4"
"5566","MTFR2"
"5567","BCLAF1"
"5568","RP3-406A7.7"
"5569","MAP7"
"5570","RP3-325F22.5"
"5571","MAP3K5"
"5572","PEX7"
"5573","IFNGR1"
"5574","RP11-356I2.4"
"5575","TNFAIP3"
"5576","PERP"
"5577","HEBP2"
"5578","NHSL1"
"5579","RP11-390P2.4"
"5580","GVQW2"
"5581","CCDC28A"
"5582","ECT2L"
"5583","REPS1"
"5584","ABRACL"
"5585","HECA"
"5586","TXLNB"
"5587","RP11-445F6.2"
"5588","CITED2"
"5589","RP5-899B16.1"
"5590","RP3-460G2.2"
"5591","VTA1"
"5592","ADGRG6"
